Model,Model_Key,Fit_Stage,Year,Forecast_Temperature_Change_From_1951_1980_C,Reference_Year,Reference_Temperature_Change_From_1951_1980_C,Forecast_Additional_Change_From_Last_Observed_Year_C
Quadratic time trend,quadratic_time,training_data,2082,3.380392238788463,2021,0.84,2.540392238788463
Quadratic time trend,quadratic_time,training_data,2083,3.4308316693788368,2021,0.84,2.590831669378837
Quadratic time trend,quadratic_time,training_data,2084,3.481634646276153,2021,0.84,2.6416346462761533
Quadratic time trend,quadratic_time,training_data,2085,3.532801169480412,2021,0.84,2.692801169480412
Quadratic time trend,quadratic_time,training_data,2086,3.5843312389916138,2021,0.84,2.744331238991614
Quadratic time trend,quadratic_time,training_data,2087,3.636224854809758,2021,0.84,2.796224854809758
Quadratic time trend,quadratic_time,training_data,2088,3.6884820169348447,2021,0.84,2.848482016934845
Quadratic time trend,quadratic_time,training_data,2089,3.741102725366874,2021,0.84,2.901102725366874
Quadratic time trend,quadratic_time,training_data,2090,3.7940869801058454,2021,0.84,2.9540869801058456
Quadratic time trend,quadratic_time,training_data,2091,3.8474347811517595,2021,0.84,3.0074347811517597
Quadratic time trend,quadratic_time,training_data,2092,3.9011461285046165,2021,0.84,3.0611461285046166
Quadratic time trend,quadratic_time,training_data,2093,3.955221022164416,2021,0.84,3.115221022164416
Quadratic time trend,quadratic_time,training_data,2094,4.009659462131157,2021,0.84,3.1696594621311576
Quadratic time trend,quadratic_time,training_data,2095,4.064461448404842,2021,0.84,3.224461448404842
Quadratic time trend,quadratic_time,training_data,2096,4.119626980985467,2021,0.84,3.2796269809854675
Quadratic time trend,quadratic_time,training_data,2097,4.1751560598730375,2021,0.84,3.3351560598730376
Quadratic time trend,quadratic_time,training_data,2098,4.231048685067549,2021,0.84,3.391048685067549
Quadratic time trend,quadratic_time,training_data,2099,4.287304856569004,2021,0.84,3.447304856569004
Quadratic time trend,quadratic_time,training_data,2100,4.3439245743774,2021,0.84,3.5039245743774003
Quadratic time trend,quadratic_time,training_data,2101,4.40090783849274,2021,0.84,3.5609078384927404
Quadratic time trend,quadratic_time,training_data,2102,4.458254648915022,2021,0.84,3.6182546489150225
Quadratic time trend,quadratic_time,training_data,2103,4.515965005644246,2021,0.84,3.6759650056442466
Quadratic time trend,quadratic_time,training_data,2104,4.574038908680414,2021,0.84,3.7340389086804144
Quadratic time trend,quadratic_time,training_data,2105,4.632476358023523,2021,0.84,3.7924763580235235
Quadratic time trend,quadratic_time,training_data,2106,4.691277353673576,2021,0.84,3.8512773536735763
Quadratic time trend,quadratic_time,training_data,2107,4.750441895630571,2021,0.84,3.910441895630571
Quadratic time trend,quadratic_time,training_data,2108,4.809969983894508,2021,0.84,3.969969983894508
Quadratic time trend,quadratic_time,training_data,2109,4.869861618465388,2021,0.84,4.029861618465388
Quadratic time trend,quadratic_time,training_data,2110,4.93011679934321,2021,0.84,4.09011679934321
Quadratic time trend,quadratic_time,training_data,2111,4.990735526527975,2021,0.84,4.150735526527975
Quadratic time trend,quadratic_time,training_data,2112,5.0517178000196825,2021,0.84,4.211717800019683
Quadratic time trend,quadratic_time,training_data,2113,5.113063619818332,2021,0.84,4.273063619818332
Quadratic time trend,quadratic_time,training_data,2114,5.174772985923925,2021,0.84,4.334772985923925
Quadratic time trend,quadratic_time,training_data,2115,5.23684589833646,2021,0.84,4.39684589833646
Quadratic time trend,quadratic_time,training_data,2116,5.2992823570559375,2021,0.84,4.459282357055938
Quadratic time trend,quadratic_time,training_data,2117,5.362082362082357,2021,0.84,4.522082362082357
Quadratic time trend,quadratic_time,training_data,2118,5.42524591341572,2021,0.84,4.58524591341572
Quadratic time trend,quadratic_time,training_data,2119,5.4887730110560256,2021,0.84,4.648773011056026
Quadratic time trend,quadratic_time,training_data,2120,5.552663655003273,2021,0.84,4.712663655003273
Quadratic time trend,quadratic_time,training_data,2121,5.616917845257463,2021,0.84,4.776917845257463
Quadratic time trend,quadratic_time,training_data,2122,5.681535581818596,2021,0.84,4.841535581818596
Quadratic time trend,quadratic_time,training_data,2123,5.746516864686671,2021,0.84,4.9065168646866715
